nom,code,codeDepartement,codeRegion,population,lat,lon
Bourg-Sainte-Marie,52063,52,44,85,48.182,5.5512
Bourmont-entre-Meuse-et-Mouzon,52064,52,44,751,48.2225,5.6123
Bouzancourt,52065,52,44,71,48.3205,4.9435
Brachay,52066,52,44,62,48.3809,5.0402
Brainville-sur-Meuse,52067,52,44,69,48.1754,5.5926
Braux-le-Châtel,52069,52,44,126,48.1044,4.9359
Brennes,52070,52,44,124,47.7979,5.2773
Brethenay,52072,52,44,391,48.1585,5.1399
Breuvannes-en-Bassigny,52074,52,44,652,48.0862,5.6176
Briaucourt,52075,52,44,170,48.2132,5.1987
Bricon,52076,52,44,413,48.085,4.9822
Brousseval,52079,52,44,625,48.4914,4.9766
Bugnières,52082,52,44,157,47.9642,5.09
Champsevraine,52083,52,44,721,47.7718,5.5285
Busson,52084,52,44,46,48.3327,5.3439
Buxières-lès-Clefmont,52085,52,44,26,48.0918,5.4605
Buxières-lès-Villiers,52087,52,44,219,48.102,5.0272
Ceffonds,52088,52,44,658,48.4407,4.7476
Celles-en-Bassigny,52089,52,44,72,47.9134,5.5544
Celsoy,52090,52,44,92,47.8632,5.4941
Cerisières,52091,52,44,85,48.3073,5.081
Chalancey,52092,52,44,116,47.6773,5.135
Chalindrey,52093,52,44,2347,47.7926,5.4399
Vals-des-Tilles,52094,52,44,182,47.6905,5.0868
Chalvraines,52095,52,44,196,48.231,5.507
Chambroncourt,52097,52,44,48,48.3503,5.3987
Chamouilley,52099,52,44,725,48.6122,5.0516
Champigneulles-en-Bassigny,52101,52,44,39,48.1263,5.631
Champigny-lès-Langres,52102,52,44,406,47.895,5.3474
Champigny-sous-Varennes,52103,52,44,132,47.871,5.6279
Chancenay,52104,52,44,1013,48.6736,4.9772
Changey,52105,52,44,290,47.9249,5.3851
Chanoy,52106,52,44,128,47.9195,5.2858
Chantraines,52107,52,44,201,48.2188,5.2453
Charmes,52108,52,44,149,47.9219,5.3528
Charmes-en-l'Angle,52109,52,44,6,48.3576,4.9987
Charmes-la-Grande,52110,52,44,160,48.3794,4.9967
Chassigny,52113,52,44,246,47.7165,5.383
Châteauvillain,52114,52,44,1512,48.0263,4.941
Chatenay-Mâcheron,52115,52,44,96,47.8556,5.3877
Chatenay-Vaudin,52116,52,44,46,47.8503,5.4484
Chatonrupt-Sommermont,52118,52,44,266,48.4728,5.0981
Chaudenay,52119,52,44,340,47.821,5.5071
Chauffourt,52120,52,44,181,47.9709,5.4366
Chaumont,52121,52,44,21418,48.0965,5.1566
Chaumont-la-Ville,52122,52,44,114,48.1436,5.6387
Chevillon,52123,52,44,1277,48.5277,5.1485
Chézeaux,52124,52,44,78,47.8762,5.6781
Chamarandes-Choignes,52125,52,44,1034,48.097,5.1983
Choilley-Dardenay,52126,52,44,158,47.6614,5.3671
Choiseul,52127,52,44,78,48.0531,5.5736
Cirey-lès-Mareilles,52128,52,44,152,48.1956,5.2993
Cirey-sur-Blaise,52129,52,44,109,48.3341,4.928
Cirfontaines-en-Azois,52130,52,44,183,48.1064,4.8659
Cirfontaines-en-Ornois,52131,52,44,88,48.4515,5.3989
Clefmont,52132,52,44,155,48.1115,5.5066
Clinchamp,52133,52,44,71,48.1939,5.4506
Cohons,52134,52,44,208,47.7882,5.341
Coiffy-le-Bas,52135,52,44,85,47.9067,5.6661
Coiffy-le-Haut,52136,52,44,105,47.9018,5.6892
Colmier-le-Bas,52137,52,44,22,47.7723,4.9412
Colmier-le-Haut,52138,52,44,62,47.7896,4.9801
Colombey les Deux Églises,52140,52,44,666,48.2418,4.924
Condes,52141,52,44,293,48.1419,5.1417
Consigny,52142,52,44,77,48.167,5.4138
Coublanc,52145,52,44,119,47.6957,5.4501
Coupray,52146,52,44,169,47.9774,4.9432
Courcelles-en-Montagne,52147,52,44,93,47.8456,5.2098
Courcelles-sur-Blaise,52149,52,44,87,48.4119,4.9422
Cour-l'Évêque,52151,52,44,148,47.975,4.98
Culmont,52155,52,44,527,47.8274,5.444
Curel,52156,52,44,407,48.4991,5.1459
Curmont,52157,52,44,12,48.2549,4.9523
Cusey,52158,52,44,286,47.6222,5.3559
Cuves,52159,52,44,25,48.0952,5.4311
Daillancourt,52160,52,44,61,48.2973,4.9346
Daillecourt,52161,52,44,72,48.0709,5.5061
Dammartin-sur-Meuse,52162,52,44,203,47.9802,5.5814
Dampierre,52163,52,44,385,47.961,5.4011
Damrémont,52164,52,44,198,47.9475,5.6413
Dancevoir,52165,52,44,197,47.93,4.876
Darmannes,52167,52,44,243,48.166,5.2249
Dinteville,52168,52,44,66,48.0372,4.8008
Domblain,52169,52,44,83,48.4656,5.001
Dommarien,52170,52,44,176,47.6923,5.358
Dommartin-le-Franc,52171,52,44,243,48.4254,4.9474
Dommartin-le-Saint-Père,52172,52,44,273,48.4094,4.915
Domremy-Landéville,52173,52,44,75,48.3579,5.2577
Doncourt-sur-Meuse,52174,52,44,39,48.1402,5.5821
Donjeux,52175,52,44,381,48.3508,5.1636
Doulaincourt-Saucourt,52177,52,44,753,48.3073,5.2211
Doulevant-le-Château,52178,52,44,367,48.3726,4.9159
Doulevant-le-Petit,52179,52,44,16,48.4496,4.9501
Échenay,52181,52,44,94,48.4642,5.3148
Éclaron-Braucourt-Sainte-Livière,52182,52,44,2011,48.5698,4.834
Ecot-la-Combe,52183,52,44,39,48.2067,5.3967
Effincourt,52184,52,44,56,48.4925,5.2646
Enfonvelle,52185,52,44,71,47.9228,5.8643
Épizon,52187,52,44,156,48.3623,5.3289
Le Val-d'Esnoms,52189,52,44,367,47.6861,5.2202
Esnouveaux,52190,52,44,303,48.1332,5.3417
Euffigneix,52193,52,44,299,48.1271,5.0433
Eurville-Bienville,52194,52,44,2001,48.5748,5.0236
Farincourt,52195,52,44,35,47.6975,5.6812
Faverolles,52196,52,44,96,47.9559,5.2227
Fayl-Billot,52197,52,44,1290,47.794,5.6004
Fays,52198,52,44,62,48.4772,5.0377
Ferrière-et-Lafolie,52199,52,44,51,48.398,5.07
Flagey,52200,52,44,70,47.7853,5.244
Flammerécourt,52201,52,44,71,48.3631,5.0363
Fontaines-sur-Marne,52203,52,44,146,48.5561,5.1187
Forcey,52204,52,44,60,48.1511,5.3694
Foulain,52205,52,44,681,48.0234,5.1632
Frampas,52206,52,44,155,48.5202,4.8336
Frécourt,52207,52,44,88,47.9482,5.4546
Fresnes-sur-Apance,52208,52,44,161,47.9426,5.8349
Froncles,52211,52,44,1375,48.2982,5.1343
Fronville,52212,52,44,300,48.4005,5.131
Genevrières,52213,52,44,124,47.7234,5.6024
La Genevroye,52214,52,44,29,48.2763,5.0556
Germaines,52216,52,44,50,47.7991,5.0297
Germainvilliers,52217,52,44,84,48.1154,5.6374
Germay,52218,52,44,49,48.4074,5.3726
Germisay,52219,52,44,17,48.3909,5.3666
Giey-sur-Aujon,52220,52,44,145,47.9053,5.0587
Gillancourt,52221,52,44,126,48.1534,4.9957
Gillaumé,52222,52,44,31,48.4685,5.3473
Gilley,52223,52,44,67,47.6917,5.6329
Graffigny-Chemin,52227,52,44,198,48.1683,5.6486
Grandchamp,52228,52,44,69,47.7223,5.4463
Grenant,52229,52,44,150,47.7072,5.4927
Gudmont-Villiers,52230,52,44,279,48.3362,5.1205
Guindrecourt-aux-Ormes,52231,52,44,94,48.453,5.04
Guindrecourt-sur-Blaise,52232,52,44,55,48.2984,4.9792
Guyonvelle,52233,52,44,90,47.8594,5.7049
Hâcourt,52234,52,44,41,48.1606,5.5797
Hallignicourt,52235,52,44,241,48.6474,4.8727
Harréville-les-Chanteurs,52237,52,44,267,48.2671,5.618
Heuilley-le-Grand,52240,52,44,190,47.7564,5.3965
Haute-Amance,52242,52,44,959,47.8493,5.5289
Huilliécourt,52243,52,44,115,48.1594,5.5319
Humbécourt,52244,52,44,755,48.58,4.9219
Humberville,52245,52,44,58,48.2945,5.3804
Humes-Jorquenay,52246,52,44,592,47.9027,5.3022
Illoud,52247,52,44,199,48.2166,5.551
Is-en-Bassigny,52248,52,44,538,48.036,5.4452
Isômes,52249,52,44,147,47.6355,5.3032
Joinville,52250,52,44,2944,48.4324,5.1268
Jonchery,52251,52,44,960,48.1496,5.0723
Juzennecourt,52253,52,44,199,48.2021,4.9788
Lachapelle-en-Blaisy,52254,52,44,84,48.207,4.9627
Lafauche,52256,52,44,74,48.3039,5.4908
Laferté-sur-Amance,52257,52,44,108,47.8341,5.6957
Laferté-sur-Aube,52258,52,44,310,48.096,4.7795
Lamancine,52260,52,44,124,48.2112,5.1157
Laneuvelle,52264,52,44,64,47.9354,5.6691
Bayard-sur-Marne,52265,52,44,1269,48.5479,5.065
Laneuville-à-Rémy,52266,52,44,66,48.4731,4.8812
Laneuville-au-Pont,52267,52,44,233,48.6269,4.8673
Langres,52269,52,44,7683,47.8597,5.3364
Lanques-sur-Rognon,52271,52,44,212,48.083,5.3638
Lanty-sur-Aube,52272,52,44,114,48.0252,4.7478
Larivière-Arnoncourt,52273,52,44,122,48.0211,5.7286
Latrecey-Ormoy-sur-Aube,52274,52,44,275,47.9905,4.8503
Lavernoy,52275,52,44,75,47.9155,5.5765
Laville-aux-Bois,52276,52,44,238,48.0902,5.2366
Lavilleneuve,52277,52,44,57,48.0379,5.5185
Lavilleneuve-au-Roi,52278,52,44,68,48.1619,4.9345
Lecey,52280,52,44,193,47.8607,5.4357
Leffonds,52282,52,44,344,47.9791,5.1464
Leschères-sur-le-Blaiseron,52284,52,44,88,48.3323,5.0286
Leuchey,52285,52,44,72,47.7288,5.2159
Leurville,52286,52,44,77,48.3374,5.3858
Levécourt,52287,52,44,91,48.1347,5.5589
Lezéville,52288,52,44,108,48.4262,5.3979
Liffol-le-Petit,52289,52,44,320,48.2896,5.5445
Les Loges,52290,52,44,123,47.7709,5.4813
Longchamp,52291,52,44,59,48.1275,5.4402
Longeau-Percey,52292,52,44,695,47.7616,5.3225
Louvemont,52294,52,44,697,48.5451,4.8938
Louvières,52295,52,44,90,48.0274,5.2819
Luzy-sur-Marne,52297,52,44,279,48.0561,5.2005
Maâtz,52298,52,44,71,47.7116,5.4357
Magneux,52300,52,44,154,48.5091,5.0067
Maisoncelles,52301,52,44,58,48.1343,5.5367
Maizières,52302,52,44,184,48.4918,5.0637
Maizières-sur-Amance,52303,52,44,97,47.8345,5.609
Malaincourt-sur-Meuse,52304,52,44,49,48.1552,5.6062
Mandres-la-Côte,52305,52,44,558,48.0692,5.3323
Manois,52306,52,44,459,48.2617,5.3701
Marac,52307,52,44,210,47.9329,5.1652
Maranville,52308,52,44,402,48.1391,4.8629
Marbéville,52310,52,44,100,48.2638,5.0249
Marcilly-en-Bassigny,52311,52,44,223,47.8877,5.5488
Mardor,52312,52,44,57,47.8845,5.2093
Mareilles,52313,52,44,136,48.1662,5.257
Marnay-sur-Marne,52315,52,44,333,48.0109,5.2315
Mathons,52316,52,44,69,48.4162,5.042
Melay,52318,52,44,243,47.8871,5.8218
Mennouveaux,52319,52,44,65,48.1007,5.4141
Merrey,52320,52,44,92,48.0527,5.5947
Mertrud,52321,52,44,182,48.4258,4.8857
Meures,52322,52,44,131,48.1929,5.0594
Millières,52325,52,44,116,48.1411,5.4302
Mirbel,52326,52,44,37,48.2847,5.0388
Moëslains,52327,52,44,461,48.6173,4.8845
Montcharvot,52328,52,44,40,47.8995,5.7294
Montheries,52330,52,44,71,48.1779,4.9023
La Porte du Der,52331,52,44,2112,48.4773,4.8076
Val-de-Meuse,52332,52,44,1807,47.9975,5.5387
Montot-sur-Rognon,52335,52,44,111,48.2825,5.2966
Montreuil-sur-Blaise,52336,52,44,132,48.4762,4.9563
Montreuil-sur-Thonnance,52337,52,44,65,48.46,5.2338
Morancourt,52341,52,44,132,48.4266,5.0086
Morionvilliers,52342,52,44,25,48.3762,5.4112
Mouilleron,52344,52,44,30,47.6949,5.1126
Mussey-sur-Marne,52346,52,44,368,48.38,5.1291
Narcy,52347,52,44,211,48.5802,5.1022
Neuilly-l'Évêque,52348,52,44,591,47.9182,5.4393
Neuilly-sur-Suize,52349,52,44,292,48.0402,5.1284
Neuvelle-lès-Voisey,52350,52,44,67,47.866,5.784
Ninville,52352,52,44,59,48.0703,5.4396
Nogent,52353,52,44,3562,48.0419,5.3635
Noidant-Chatenoy,52354,52,44,81,47.791,5.3772
Noidant-le-Rocheux,52355,52,44,162,47.8222,5.2596
Nomécourt,52356,52,44,112,48.4351,5.0751
Noncourt-sur-le-Rongeant,52357,52,44,173,48.4204,5.2523
Noyers,52358,52,44,95,48.0626,5.4811
Nully,52359,52,44,143,48.37,4.8141
Occey,52360,52,44,172,47.6023,5.2722
Orbigny-au-Mont,52362,52,44,135,47.8863,5.4596
Orbigny-au-Val,52363,52,44,96,47.8827,5.4206
Orcevaux,52364,52,44,96,47.7757,5.2683
Orges,52365,52,44,351,48.0814,4.9414
Ormancey,52366,52,44,75,47.9081,5.1832
Ormoy-lès-Sexfontaines,52367,52,44,40,48.2257,5.0561
Orquevaux,52369,52,44,69,48.3088,5.4157
Osne-le-Val,52370,52,44,256,48.4993,5.2014
Oudincourt,52371,52,44,140,48.2263,5.0859
Outremécourt,52372,52,44,78,48.2172,5.6945
Ozières,52373,52,44,33,48.171,5.4713
Le Pailly,52374,52,44,272,47.7874,5.4151
Palaiseul,52375,52,44,51,47.7662,5.4168
Pansey,52376,52,44,93,48.48,5.2794
Parnoy-en-Bassigny,52377,52,44,285,48.0263,5.6608
Paroy-sur-Saulx,52378,52,44,44,48.5174,5.2555
Peigney,52380,52,44,386,47.8785,5.373
Perrancey-les-Vieux-Moulins,52383,52,44,295,47.8569,5.2735
Perrogney-les-Fontaines,52384,52,44,109,47.803,5.2006
Perrusse,52385,52,44,29,48.0954,5.4739
Perthes,52386,52,44,517,48.665,4.815
Pierremont-sur-Amance,52388,52,44,151,47.8049,5.659
Pisseloup,52390,52,44,61,47.8337,5.7404
Planrupt,52391,52,44,315,48.5114,4.7889
Plesnoy,52392,52,44,109,47.8915,5.4932
Poinsenot,52393,52,44,55,47.7156,5.0094
Poinson-lès-Fayl,52394,52,44,207,47.7479,5.6046
Poinson-lès-Grancey,52395,52,44,58,47.7103,4.9789
Poinson-lès-Nogent,52396,52,44,142,47.9906,5.3809
Poiseul,52397,52,44,71,47.9227,5.4906
Poissons,52398,52,44,611,48.4221,5.2146
Pont-la-Ville,52399,52,44,108,48.0806,4.8691
Le Châtelet-sur-Meuse,52400,52,44,156,47.9714,5.6497
Poulangy,52401,52,44,358,48.0455,5.256
Praslay,52403,52,44,82,47.7381,5.1094
Le Montsaugeonnais,52405,52,44,1140,47.6642,5.2876
Pressigny,52406,52,44,200,47.7465,5.6687
Prez-sous-Lafauche,52407,52,44,275,48.2784,5.5078
Rives Dervoises,52411,52,44,1306,48.4702,4.7062
Rachecourt-Suzémont,52413,52,44,106,48.456,4.9721
Rachecourt-sur-Marne,52414,52,44,740,48.521,5.0945
Rançonnières,52415,52,44,124,47.9414,5.5603
Rangecourt,52416,52,44,62,48.0427,5.4861
Rennepont,52419,52,44,119,48.1653,4.8627
Reynel,52420,52,44,129,48.2959,5.3414
Riaucourt,52421,52,44,409,48.1735,5.1671
Richebourg,52422,52,44,248,48.0129,5.0564
Rimaucourt,52423,52,44,615,48.2457,5.348
Rivières-le-Bois,52424,52,44,69,47.7408,5.4549
Rivière-les-Fosses,52425,52,44,184,47.6453,5.2243
Rizaucourt-Buchey,52426,52,44,129,48.2727,4.8687
Rochefort-sur-la-Côte,52428,52,44,65,48.2278,5.2114
Roches-sur-Marne,52429,52,44,583,48.6013,5.007
Rochetaillée,52431,52,44,156,47.8435,5.1185
Rolampont,52432,52,44,1364,47.9476,5.309
Romain-sur-Meuse,52433,52,44,88,48.1871,5.5172
Rouécourt,52436,52,44,49,48.3297,5.0758
Rouelles,52437,52,44,25,47.8041,5.0891
Rougeux,52438,52,44,114,47.8099,5.5717
Rouvres-sur-Aube,52439,52,44,69,47.8563,4.9914
Rouvroy-sur-Marne,52440,52,44,368,48.3593,5.1148
Rupt,52442,52,44,351,48.422,5.1308
Sailly,52443,52,44,33,48.4346,5.2661
Saint-Blin,52444,52,44,335,48.2514,5.4171
Saint-Broingt-le-Bois,52445,52,44,71,47.7291,5.4183
Saint-Broingt-les-Fosses,52446,52,44,236,47.7135,5.2696
Saint-Ciergues,52447,52,44,179,47.8821,5.259
Saint-Dizier,52448,52,44,22811,48.6319,4.9399
Saints-Geosmes,52449,52,44,1097,47.8241,5.3454
Saint-Loup-sur-Aujon,52450,52,44,129,47.881,5.0881
Saint-Martin-lès-Langres,52452,52,44,106,47.8967,5.2612
Saint-Maurice,52453,52,44,127,47.8541,5.417
Saint-Thiébault,52455,52,44,250,48.2013,5.5773
Saint-Urbain-Maconcourt,52456,52,44,605,48.3975,5.2047
Saint-Vallier-sur-Marne,52457,52,44,173,47.8337,5.4043
Sarcey,52459,52,44,99,48.0576,5.2961
Sarrey,52461,52,44,369,48.0015,5.4261
Saudron,52463,52,44,42,48.4952,5.3228
Saulles,52464,52,44,52,47.7027,5.5361
Saulxures,52465,52,44,134,47.9553,5.578
Savigny,52467,52,44,58,47.7182,5.6448
Semilly,52468,52,44,99,48.2472,5.4721
Semoutiers-Montsaon,52469,52,44,723,48.0606,5.0466
Serqueux,52470,52,44,367,48.0006,5.7462
Sexfontaines,52472,52,44,151,48.2086,5.0288
Signéville,52473,52,44,88,48.2672,5.2665
Silvarouvres,52474,52,44,33,48.0608,4.7881
Sommancourt,52475,52,44,55,48.5034,5.0408
Sommerécourt,52476,52,44,77,48.2239,5.6514
Sommevoire,52479,52,44,648,48.4108,4.8276
Soncourt-sur-Marne,52480,52,44,330,48.2487,5.085
Soulaucourt-sur-Mouzon,52482,52,44,98,48.1942,5.6967
Soyers,52483,52,44,68,47.8661,5.6973
Suzannecourt,52484,52,44,361,48.4397,5.1852
Ternat,52486,52,44,60,47.9149,5.1276
Thilleux,52487,52,44,62,48.434,4.7876
Thivet,52488,52,44,276,47.9857,5.2958
Thol-lès-Millières,52489,52,44,30,48.1473,5.4753
Thonnance-lès-Joinville,52490,52,44,703,48.4632,5.1847
Thonnance-les-Moulins,52491,52,44,107,48.424,5.3186
Torcenay,52492,52,44,553,47.8139,5.4688
Tornay,52493,52,44,29,47.6909,5.5951
Treix,52494,52,44,217,48.1419,5.2161
Trémilly,52495,52,44,83,48.3832,4.7766
Troisfontaines-la-Ville,52497,52,44,432,48.5473,5.0108
Vaillant,52499,52,44,46,47.7171,5.1591
Valcourt,52500,52,44,608,48.6115,4.9117
Valleret,52502,52,44,63,48.4886,5.0081
Valleroy,52503,52,44,24,47.6972,5.6578
Varennes-sur-Amance,52504,52,44,257,47.895,5.6116
Vaudrecourt,52505,52,44,32,48.2078,5.6471
Vaudrémont,52506,52,44,83,48.1326,4.9128
Vauxbons,52507,52,44,53,47.8828,5.1415
Vaux-sur-Blaise,52510,52,44,347,48.4694,4.9631
Vaux-sur-Saint-Urbain,52511,52,44,56,48.3709,5.2065
Vecqueville,52512,52,44,506,48.4622,5.1403
Velles,52513,52,44,62,47.8348,5.7244
Verbiesles,52514,52,44,319,48.0759,5.1949
Verseilles-le-Bas,52515,52,44,111,47.7623,5.2837
Verseilles-le-Haut,52516,52,44,48,47.7695,5.2922
Vesaignes-sous-Lafauche,52517,52,44,122,48.2846,5.4462
Vesaignes-sur-Marne,52518,52,44,103,47.9974,5.2668
Vesvres-sous-Chalancey,52519,52,44,47,47.6969,5.168
Vicq,52520,52,44,161,47.927,5.6085
Viéville,52522,52,44,336,48.2395,5.1685
Vignes-la-Côte,52523,52,44,66,48.2735,5.309
Vignory,52524,52,44,219,48.2715,5.0894
Villars-en-Azois,52525,52,44,62,48.0706,4.7109
Villars-Santenoge,52526,52,44,79,47.7451,5.0017
Ville-en-Blaisois,52528,52,44,148,48.4429,4.9489
Villegusien-le-Lac,52529,52,44,993,47.7435,5.3196
Villiers-en-Lieu,52534,52,44,1477,48.6687,4.9032
Villiers-le-Sec,52535,52,44,739,48.1009,5.0693
Villiers-lès-Aprey,52536,52,44,47,47.7552,5.2204
Villiers-sur-Suize,52538,52,44,258,47.9799,5.1916
Violot,52539,52,44,64,47.7585,5.4473
Vitry-en-Montagne,52540,52,44,29,47.8211,5.0919
Vitry-lès-Nogent,52541,52,44,217,47.987,5.3428
Vivey,52542,52,44,51,47.7377,5.0608
Voillecomte,52543,52,44,515,48.5041,4.862
Voisey,52544,52,44,275,47.8791,5.7727
Voisines,52545,52,44,102,47.8567,5.1768
Voncourt,52546,52,44,17,47.7172,5.6746
Vouécourt,52547,52,44,208,48.2643,5.1677
Vraincourt,52548,52,44,84,48.2315,5.1207
Vroncourt-la-Côte,52549,52,44,27,48.1462,5.5131
Wassy,52550,52,44,2776,48.5019,4.9343
Ahuillé,53001,53,52,1864,48.0221,-0.8803
Alexain,53002,53,52,612,48.2327,-0.7399
Ambrières-les-Vallées,53003,53,52,2603,48.4242,-0.6268
Andouillé,53005,53,52,2324,48.1769,-0.7911
Argentré,53007,53,52,2908,48.0942,-0.624
Aron,53008,53,52,1830,48.3058,-0.5539
Arquenay,53009,53,52,672,47.9816,-0.5932
Assé-le-Bérenger,53010,53,52,419,48.1553,-0.3195
Astillé,53011,53,52,887,47.9593,-0.8493
Athée,53012,53,52,453,47.8868,-0.9335
Averton,53013,53,52,555,48.3575,-0.2035
La Baconnière,53015,53,52,1964,48.1765,-0.9012
Bais,53016,53,52,1220,48.2485,-0.3573
Val-du-Maine,53017,53,52,971,47.9362,-0.3801
Ballots,53018,53,52,1298,47.9026,-1.0561
Bannes,53019,53,52,119,47.9859,-0.3491
La Bazoge-Montpinçon,53021,53,52,966,48.2704,-0.5853
La Bazouge-de-Chemeré,53022,53,52,495,48.0041,-0.5028
La Bazouge-des-Alleux,53023,53,52,550,48.1883,-0.602
Bazougers,53025,53,52,1086,48.03,-0.6002
Beaulieu-sur-Oudon,53026,53,52,500,47.9941,-0.9848
Beaumont-Pied-de-Bœuf,53027,53,52,203,47.9111,-0.4435
Belgeard,53028,53,52,560,48.2545,-0.5635
Bierné-les-Villages,53029,53,52,1280,47.7918,-0.5633
Le Bignon-du-Maine,53030,53,52,320,47.954,-0.6307
La Bigottière,53031,53,52,490,48.221,-0.798
La Boissière,53033,53,52,116,47.773,-0.9788
Bonchamp-lès-Laval,53034,53,52,6294,48.0715,-0.6996
Bouchamps-lès-Craon,53035,53,52,611,47.8075,-0.9851
Bouère,53036,53,52,1066,47.8601,-0.4852
Bouessay,53037,53,52,718,47.8722,-0.3939
Boulay-les-Ifs,53038,53,52,136,48.4272,-0.1369
Le Bourgneuf-la-Forêt,53039,53,52,1726,48.164,-0.9766
Bourgon,53040,53,52,618,48.1552,-1.0435
Brains-sur-les-Marches,53041,53,52,276,47.8853,-1.1769
Brecé,53042,53,52,833,48.391,-0.7738
Brée,53043,53,52,584,48.157,-0.5194
La Brûlatte,53045,53,52,674,48.0899,-0.9713
Le Buret,53046,53,52,313,47.92,-0.4991
Carelles,53047,53,52,254,48.3916,-0.9003
Chailland,53048,53,52,1173,48.2269,-0.8647
Châlons-du-Maine,53049,53,52,691,48.1562,-0.6484
Champéon,53051,53,52,624,48.3588,-0.5162
Champfrémont,53052,53,52,282,48.433,-0.1062
Champgenéteux,53053,53,52,495,48.2938,-0.3741
Changé,53054,53,52,6482,48.1131,-0.7961
Chantrigné,53055,53,52,599,48.4148,-0.5521
La Chapelle-Anthenaise,53056,53,52,963,48.1293,-0.6556
La Chapelle-au-Riboul,53057,53,52,503,48.3191,-0.4308
La Chapelle-Craonnaise,53058,53,52,315,47.8998,-0.9044
La Chapelle-Rainsouin,53059,53,52,413,48.0941,-0.5354
Charchigné,53061,53,52,455,48.415,-0.4057
Château-Gontier-sur-Mayenne,53062,53,52,16539,47.821,-0.701
Châtelain,53063,53,52,464,47.8057,-0.5998
Châtillon-sur-Colmont,53064,53,52,960,48.3352,-0.7574
Chemazé,53066,53,52,1363,47.7782,-0.7662
Chémeré-le-Roi,53067,53,52,433,47.9758,-0.4472
Chérancé,53068,53,52,155,47.8006,-0.9265
Chevaigné-du-Maine,53069,53,52,152,48.4393,-0.4046
Colombiers-du-Plessis,53071,53,52,477,48.3873,-0.8459
Commer,53072,53,52,1289,48.2343,-0.6264
Congrier,53073,53,52,919,47.8062,-1.124
Contest,53074,53,52,840,48.2563,-0.6924
Cosmes,53075,53,52,298,47.9189,-0.8746
Cossé-en-Champagne,53076,53,52,307,47.9707,-0.3233
Cossé-le-Vivien,53077,53,52,3208,47.9452,-0.9284
Coudray,53078,53,52,867,47.7914,-0.6374
Couesmes-Vaucé,53079,53,52,377,48.4479,-0.7093
Couptrain,53080,53,52,114,48.4827,-0.2918
Courbeveille,53082,53,52,633,47.9852,-0.8914
Courcité,53083,53,52,808,48.3019,-0.2583
Craon,53084,53,52,4415,47.8431,-0.9396
Crennes-sur-Fraubée,53085,53,52,197,48.3858,-0.2614
La Croixille,53086,53,52,633,48.1968,-1.0391
La Cropte,53087,53,52,226,47.9541,-0.4911
Cuillé,53088,53,52,853,47.9637,-1.1114
Daon,53089,53,52,533,47.7563,-0.6335
Denazé,53090,53,52,184,47.8818,-0.881
Désertines,53091,53,52,461,48.4697,-0.8715
La Dorée,53093,53,52,288,48.4489,-0.9649
Entrammes,53094,53,52,2278,47.9924,-0.7149
Ernée,53096,53,52,5511,48.2954,-0.9316
Évron,53097,53,52,8380,48.1423,-0.4328
Fontaine-Couverte,53098,53,52,423,47.9124,-1.1344
Forcé,53099,53,52,1096,48.0291,-0.7058
Fougerolles-du-Plessis,53100,53,52,1186,48.4834,-0.9499
Fromentières,53101,53,52,838,47.8711,-0.6641
Gastines,53102,53,52,166,47.9407,-1.1141
Le Genest-Saint-Isle,53103,53,52,2127,48.1029,-0.8966
Gennes-Longuefuye,53104,53,52,1351,47.8605,-0.585
Gesnes,53105,53,52,238,48.1509,-0.5944
Gesvres,53106,53,52,541,48.3722,-0.1644
Gorron,53107,53,52,2475,48.4209,-0.7969
La Gravelle,53108,53,52,570,48.0768,-1.027
Grazay,53109,53,52,626,48.2871,-0.4766
Grez-en-Bouère,53110,53,52,977,47.8709,-0.5403
La Haie-Traversaine,53111,53,52,466,48.3576,-0.6108
Le Ham,53112,53,52,343,48.3767,-0.3525
Hambers,53113,53,52,625,48.2534,-0.4274
Hardanges,53114,53,52,172,48.3365,-0.4091
Hercé,53115,53,52,305,48.4221,-0.8638
Le Horps,53116,53,52,721,48.3878,-0.4628
Houssay,53117,53,52,496,47.9124,-0.7452
Le Housseau-Brétignolles,53118,53,52,228,48.473,-0.5424
L'Huisserie,53119,53,52,4554,48.0147,-0.7704
Izé,53120,53,52,458,48.2237,-0.2986
Javron-les-Chapelles,53121,53,52,1343,48.4229,-0.3257
Jublains,53122,53,52,756,48.2442,-0.4941
Juvigné,53123,53,52,1332,48.2342,-1.028
Prée-d'Anjou,53124,53,52,1392,47.8212,-0.8273
Landivy,53125,53,52,1100,48.4811,-1.0365
Larchamp,53126,53,52,1012,48.3492,-1.003
Lassay-les-Châteaux,53127,53,52,2243,48.446,-0.5059
Laubrières,53128,53,52,322,47.9478,-1.0691
Launay-Villiers,53129,53,52,358,48.1363,-1.0084
Laval,53130,53,52,49474,48.0578,-0.7692
Lesbois,53131,53,52,184,48.4519,-0.7933
Levaré,53132,53,52,274,48.416,-0.899
Lignières-Orgères,53133,53,52,710,48.5331,-0.2096
Livet,53134,53,52,187,48.1126,-0.4613
Livré-la-Touche,53135,53,52,728,47.8906,-0.995
La Roche-Neuville,53136,53,52,1227,47.8773,-0.7363
Loiron-Ruillé,53137,53,52,2724,48.062,-0.942
Loupfougères,53139,53,52,410,48.3343,-0.3541
Louverné,53140,53,52,4345,48.1256,-0.7119
