nom;population;plus60ans;pct_15_29;pct_30_44;pct_45_59;pct_maison;pct_appartement;revenuMedian;tauxProprietaires;region;zoneChalandise;departement;lat;lon;score
THIONNE;300;27.8;14.7;19.0;24.7;81;19;23200;65;AUVERGNE;363;03;46.4118104465;3.57326147664;76
LE MESNIL-SUR-BLANGY;200;29.8;16.4;19.2;24.5;76;24;20900;48;BASSE-NORMANDIE;443;14;49.2595243271;0.261073976764;76
CHAINTREAUX;900;32.8;16.0;21.5;23.9;79;21;24100;52;ILE-DE-FRANCE;333;77;48.1911011555;2.81419944811;76
SULLY-SUR-LOIRE;5600;27.3;14.6;16.2;21.7;83;17;19700;62;CENTRE;396;45;47.7526229305;2.35647713689;76
TOEUFLES;300;26.3;14.9;17.7;23.7;84;16;23400;62;PICARDIE;383;80;50.0624444273;1.71192475287;76
SAINT-PIERRE-DES-LANDES;1000;31.0;12.6;21.4;21.2;72;28;24700;59;PAYS DE LA LOIRE;348;53;48.2883947917;-1.02805097575;76
BEAUMONT;2100;31.0;13.8;19.0;21.1;73;27;18900;52;RHONE-ALPES;427;74;46.0976635697;6.12074518078;76
AUQUAINVILLE;300;30.1;14.4;22.0;20.6;90;10;23200;46;BASSE-NORMANDIE;390;14;49.0554886505;0.240356091524;76
SAINT-LEGER;100;26.3;12.8;18.0;22.0;80;20;26000;56;PROVENCE-ALPES-COTE D'AZUR;373;06;44.0026597689;6.82309684994;76
CHAUDARDES;100;29.9;13.7;21.9;24.2;79;21;23900;61;PICARDIE;343;02;49.3962562981;3.78942153696;76
SAINT-PAUL-LA-ROCHE;500;27.0;14.0;21.3;23.8;89;11;24500;60;AQUITAINE;373;24;45.4833291569;0.989443506607;76
ARBAS;200;33.4;16.5;18.8;21.2;75;25;24400;64;MIDI-PYRENEES;302;31;42.9925595052;0.905628547412;76
NEUVILLER-LA-ROCHE;400;29.2;15.9;18.1;24.0;77;23;23400;68;ALSACE;351;67;48.4309499766;7.26437049524;76
VILLERS-LE-ROND;100;31.5;16.9;20.4;22.7;72;28;19500;67;LORRAINE;371;54;49.4690003224;5.48194955327;76
KAPPELEN;500;27.2;17.0;19.6;22.0;87;13;20200;53;ALSACE;421;68;47.6138112548;7.44104846641;76
SALINS-LES-THERMES;1000;27.4;15.5;20.2;21.6;84;16;17700;62;RHONE-ALPES;440;73;45.4717964236;6.5301880554;76
CHARMOIS;300;30.6;16.8;18.0;22.4;82;18;19000;50;FRANCHE-COMTE;412;90;47.5792626446;6.94147757264;76
ANDECHY;300;30.3;13.4;19.8;23.7;72;28;17400;67;PICARDIE;408;80;49.7147246952;2.70662674377;76
POUILLE;800;31.4;13.7;21.7;23.7;83;17;17300;53;CENTRE;406;41;47.3076458828;1.27817094314;76
FRUGES;2600;32.4;17.4;17.8;24.2;73;27;22500;58;NORD-PAS-DE-CALAIS;352;62;50.5130111281;2.1230697319;76
LE FRESNE-CAMILLY;800;26.6;17.6;15.1;23.2;88;12;20000;61;BASSE-NORMANDIE;416;14;49.2562338542;-0.487666830521;76
VILLARS-LES-DOMBES;4300;32.9;17.0;17.7;23.5;74;26;24500;53;RHONE-ALPES;340;01;45.9927150222;5.04507856642;76
MERIGNAC;700;29.7;12.2;15.4;24.1;74;26;20700;51;POITOU-CHARENTES;437;16;45.6959537144;-0.0708885459324;76
GOUVILLE-SUR-MER;2100;35.0;12.2;16.8;25.0;83;17;22500;46;BASSE-NORMANDIE;341;50;49.0979435491;-1.57923308824;76
VEZEZOUX;500;25.4;14.6;19.8;22.0;73;27;24000;57;AUVERGNE;439;43;45.4052201383;3.34832487866;76
CHEZAL-BENOIT;900;29.6;12.3;15.4;23.4;82;18;18700;55;CENTRE;408;18;46.8317666343;2.11116982783;76
OISSERY;2100;29.7;14.8;21.6;22.6;71;29;22900;48;ILE-DE-FRANCE;406;77;49.0705440359;2.8176701421;76
CLAIREFONTAINE-EN-YVELINES;800;34.7;17.5;17.3;20.1;75;25;17700;64;ILE-DE-FRANCE;346;78;48.6167741818;1.90638035997;76
LE TRONCQ;200;31.5;15.7;17.8;23.5;89;11;20200;55;HAUTE-NORMANDIE;376;27;49.1928851454;0.916869342267;76
LOUVIGNIES-QUESNOY;1000;29.1;15.2;18.2;22.1;71;29;20100;54;NORD-PAS-DE-CALAIS;444;59;50.2165903097;3.64008191069;76
WOEL;200;30.1;15.2;19.7;20.5;78;22;18900;52;LORRAINE;413;55;49.0386550285;5.74002247215;76
LANHERES;100;28.0;13.8;17.0;24.7;87;13;25800;48;LORRAINE;382;55;49.2082886446;5.71133805157;76
GERBECOURT;100;31.6;14.1;18.4;23.5;72;28;22500;47;LORRAINE;395;57;48.8513266231;6.51598424383;76
POMEROLS;2100;34.8;16.6;21.3;24.7;84;16;20700;65;LANGUEDOC-ROUSSILLON;312;34;43.3966621859;3.51470119674;76
LA CHAPELLE-SUR-AVEYRON;500;32.9;17.6;17.1;23.4;75;25;17000;50;CENTRE;423;45;47.8707521485;2.87448096563;76
LONGEVES;800;27.9;14.7;19.2;24.2;72;28;24600;50;POITOU-CHARENTES;406;17;46.2376082044;-0.974659436539;76
VIMENET;300;34.2;15.0;21.7;21.1;75;25;17800;46;MIDI-PYRENEES;407;12;44.4000547322;2.92952468147;76
CORSAINT;100;33.1;12.0;20.2;24.6;78;22;25600;59;BOURGOGNE;307;21;47.5470766157;4.20200544222;76
VICQ-SUR-NAHON;800;31.1;12.3;20.1;22.9;79;21;24300;59;CENTRE;338;36;47.1002749222;1.55803357778;76
SAINT-MARTIN-DE-BERNEGOUE;800;30.7;14.1;17.6;23.6;76;24;20000;64;POITOU-CHARENTES;371;79;46.2362508702;-0.357119218416;76
LALANNE;100;34.5;12.3;20.7;21.7;72;28;25000;56;MIDI-PYRENEES;318;32;43.8047483333;0.675777091695;76
BOURSIN;300;33.2;16.1;16.2;20.2;82;18;21600;52;NORD-PAS-DE-CALAIS;355;62;50.7705251422;1.82549104115;76
ROUCAMPS;200;33.0;17.3;15.8;22.5;79;21;20300;45;BASSE-NORMANDIE;388;14;48.9866203658;-0.6314276726;76
LA NEUVILLE-CHANT-D'OISEL;2000;29.0;16.5;21.7;21.6;82;18;21600;45;HAUTE-NORMANDIE;447;76;49.3692279184;1.2498939606;76
SAINT-THIBAULT;500;26.0;14.1;20.6;21.2;72;28;23000;66;CHAMPAGNE-ARDENNE;393;10;48.2010515888;4.14696728723;76
SAINT-MAGNE;1000;27.6;17.3;21.5;23.6;76;24;23500;51;AQUITAINE;409;33;44.5545369985;-0.658226760679;76
GUYENCOURT;200;33.5;15.9;20.4;21.3;77;23;17500;54;PICARDIE;391;02;49.3573380108;3.84132930883;76
SAINT-CESAIRE;900;33.1;12.4;18.1;21.3;77;23;19800;62;POITOU-CHARENTES;350;17;45.7554033226;-0.490821600158;76
LA COUTURE;2600;32.3;12.8;18.7;20.2;82;18;17900;49;NORD-PAS-DE-CALAIS;404;62;50.5786372651;2.69951640297;76
CAPDROT;500;34.4;12.2;18.7;22.1;90;10;21500;48;AQUITAINE;358;24;44.6788316075;0.945174141112;76
VIVIERS-DU-LAC;2000;28.0;13.3;18.3;23.9;86;14;17700;64;RHONE-ALPES;403;73;45.6502423808;5.89790868543;76
SCRIGNAC;800;34.2;15.1;20.9;21.1;78;22;25800;49;BRETAGNE;320;29;48.4265058611;-3.66856108678;76
MARQUILLIES;2000;30.5;16.2;18.1;22.2;77;23;24800;48;NORD-PAS-DE-CALAIS;366;59;50.5507925122;2.86815833452;76
HEUCOURT-CROQUOISON;100;25.4;12.5;18.5;22.6;83;17;20900;59;PICARDIE;428;80;49.9301375227;1.88243400291;76
THIVENCELLE;800;32.4;15.7;19.9;20.3;82;18;18200;58;NORD-PAS-DE-CALAIS;371;59;50.4459598369;3.62768756311;76
SAINT-YON;900;31.8;17.5;16.3;23.4;85;15;19000;57;ILE-DE-FRANCE;374;91;48.5610752043;2.19243577473;76
SAINT-MICHEL-CHEF-CHEF;4400;27.6;15.1;19.1;20.4;85;15;22400;66;PAYS DE LA LOIRE;370;44;47.1755629767;-2.12731093246;76
BRASSAC;300;27.6;15.9;21.6;20.1;86;14;25700;53;MIDI-PYRENEES;369;82;44.2221101343;0.977222408503;76
BIVILLE;500;30.2;14.8;15.2;24.4;90;10;19000;55;BASSE-NORMANDIE;401;50;49.6143559098;-1.81083955619;76
LISSAC;300;25.2;15.2;17.8;24.6;73;27;22500;60;AUVERGNE;439;43;45.1342038026;3.75987831256;76
LAHEYCOURT;400;31.2;15.0;17.4;22.2;80;20;23700;46;LORRAINE;368;55;48.9009724444;5.03016026608;76
FOUCAUCOURT-HORS-NESLE;100;27.8;14.7;16.3;21.0;83;17;21800;56;PICARDIE;403;80;49.9175841672;1.71782480401;76
DURANVILLE;200;29.5;14.1;16.5;20.9;88;12;22500;59;HAUTE-NORMANDIE;367;27;49.1429973941;0.499704273238;76
REMBERCOURT-SUR-MAD;200;29.6;15.8;16.6;21.9;78;22;22500;45;LORRAINE;405;54;48.9851155798;5.90361841528;76
LA CHAPELLE-DU-BOIS;900;31.7;15.1;17.3;21.6;86;14;23800;51;PAYS DE LA LOIRE;351;72;48.2270021313;0.583491271516;76
MARDIE;2600;27.4;16.3;19.7;24.6;75;25;24600;50;CENTRE;398;45;47.8973215597;2.06871909957;76
MONTJUSTIN-ET-VELOTTE;100;31.9;13.0;16.3;21.9;74;26;19200;56;FRANCHE-COMTE;390;70;47.6187013351;6.3745985909;76
PRADES;1100;32.2;16.4;20.6;22.3;82;18;25300;59;RHONE-ALPES;306;07;44.632791917;4.31054797837;76
FOUSSEMAGNE;1000;30.6;16.2;21.0;21.0;90;10;21300;65;FRANCHE-COMTE;344;90;47.6377553885;6.99718798904;76
SAUMANE;100;26.4;15.0;16.2;20.7;85;15;22000;61;PROVENCE-ALPES-COTE D'AZUR;392;04;44.0812808516;5.68214602167;76
COLOMBIERS;300;29.1;16.6;15.2;24.6;87;13;17500;61;BASSE-NORMANDIE;407;61;48.4757516967;0.0509684749642;76
VILLEPAIL;200;31.2;15.7;16.7;24.0;75;25;17100;55;PAYS DE LA LOIRE;418;53;48.4031461586;-0.264153409415;76
REINHARDSMUNSTER;500;29.7;13.5;21.1;21.1;77;23;22700;67;ALSACE;356;67;48.6824887091;7.29960945429;76
VEREAUX;200;26.2;12.3;18.4;22.7;90;10;22200;62;CENTRE;388;18;46.8743707265;2.87737749635;76
L'ETANG-VERGY;200;26.6;14.0;16.0;23.7;87;13;22100;52;BOURGOGNE;436;21;47.1826265714;4.87602500249;76
SOUES;3000;33.6;16.0;19.0;22.8;85;15;19300;54;MIDI-PYRENEES;368;65;43.2056090738;0.0994897363458;76
GRAS;500;31.7;18.0;17.0;21.1;83;17;20300;66;RHONE-ALPES;347;07;44.4453699955;4.5342825809;76
DOUMY;300;27.7;17.6;21.2;24.1;81;19;17800;63;AQUITAINE;439;64;43.4451222979;-0.377112446292;76
CHABRIS;2800;28.6;13.0;21.3;23.4;75;25;20000;52;CENTRE;420;36;47.2519122488;1.66198740226;76
SAINT-JOUAN-DE-L'ISLE;400;28.6;16.2;17.7;21.6;80;20;22500;68;BRETAGNE;356;22;48.266340555;-2.17849741496;76
NOISY-SUR-ECOLE;2000;25.6;16.3;15.7;22.7;85;15;24600;51;ILE-DE-FRANCE;408;77;48.3776889866;2.50874542385;76
QUERNES;400;25.9;15.6;20.2;21.8;85;15;19600;65;NORD-PAS-DE-CALAIS;414;62;50.602495211;2.36795171734;76
GUERIGNY;2600;31.3;15.0;20.9;24.9;86;14;17000;53;BOURGOGNE;415;58;47.0928544134;3.21281103733;76
SAINT-MARTIN-EN-GATINOIS;100;32.6;17.3;21.9;24.2;82;18;17300;46;BOURGOGNE;444;71;46.9431147927;5.00729435499;76
BALARUC-LE-VIEUX;2000;32.2;16.0;19.1;22.4;73;27;17200;54;LANGUEDOC-ROUSSILLON;410;34;43.4659799669;3.69713367505;76
NEUF-BRISACH;2000;27.7;17.5;20.8;21.8;72;28;22900;68;ALSACE;375;68;48.0183924755;7.52784741678;76
FEUCHEROLLES;3000;28.6;16.4;19.0;20.5;76;24;23100;55;ILE-DE-FRANCE;382;78;48.8800880696;1.97983777956;76
CHAMPDOR;500;25.6;13.4;16.5;23.0;90;10;18700;67;RHONE-ALPES;425;01;46.0198844188;5.60008759722;76
GARANOU;200;35.0;13.5;18.4;24.5;78;22;19200;47;MIDI-PYRENEES;374;09;42.7646194319;1.74523092663;76
BAZINGHEN;400;28.2;13.2;17.5;23.9;88;12;25800;66;NORD-PAS-DE-CALAIS;336;62;50.831272878;1.65838919631;76
GRIES;2800;29.7;16.2;17.5;24.6;81;19;19800;52;ALSACE;401;67;48.7513621625;7.82473437694;76
BERTINCOURT;900;31.5;16.1;21.8;20.1;74;26;19000;56;NORD-PAS-DE-CALAIS;401;62;50.0875076095;2.98123833644;76
PROVENCHERES-SUR-FAVE;900;32.8;12.5;18.5;23.8;77;23;23600;56;LORRAINE;334;88;48.3153511081;7.07950479056;76
FAUROUX;200;29.8;13.5;16.2;20.5;76;24;24400;66;MIDI-PYRENEES;341;82;44.2527084346;1.00589119507;76
CHOLOY-MENILLOT;700;32.5;14.6;21.4;24.2;85;15;25300;59;LORRAINE;305;54;48.6534236231;5.80737190718;76
WITTERSDORF;900;26.3;16.7;19.7;21.2;87;13;22900;64;ALSACE;384;68;47.6161807189;7.27312864168;76
VILLIERS-SOUS-GREZ;800;26.1;12.9;15.2;20.4;87;13;23000;58;ILE-DE-FRANCE;396;77;48.3144333448;2.6391835166;76
PRUGNY;400;31.1;13.1;15.3;22.0;82;18;23300;58;CHAMPAGNE-ARDENNE;339;10;48.2473913847;3.94199151664;76
FONTENAY-LES-BRIIS;1800;30.2;12.8;21.6;23.1;82;18;19600;69;ILE-DE-FRANCE;367;91;48.6107631779;2.16460955805;76
BLEVAINCOURT;100;25.2;12.8;19.8;22.5;88;12;21100;61;LORRAINE;430;88;48.122704627;5.69226626633;76
BARRO;400;30.5;15.2;21.1;22.9;73;27;20900;47;POITOU-CHARENTES;448;16;46.0050083194;0.235825640846;76
LES ESSARDS;200;25.6;16.6;18.0;21.1;86;14;23800;50;POITOU-CHARENTES;415;16;45.237352605;0.111052044267;76
CORRAVILLERS;200;27.4;15.7;16.6;22.8;83;17;23700;66;FRANCHE-COMTE;360;70;47.8871053896;6.6423540417;76
QUINCIEU;100;31.4;14.4;16.4;22.4;80;20;24100;62;RHONE-ALPES;327;38;45.2780969864;5.38636938666;76
FRONTON;5500;31.2;12.3;19.1;22.1;84;16;22900;52;MIDI-PYRENEES;356;31;43.8517933672;1.37926505581;76
HOMBOURG;1100;31.1;16.1;16.9;24.9;77;23;21700;56;ALSACE;374;68;47.7566036089;7.49041917296;76
PRE-EN-PAIL;2000;26.0;14.6;16.5;22.1;88;12;23300;49;PAYS DE LA LOIRE;433;53;48.4470393586;-0.196704985828;76
GOLFECH;900;31.7;12.3;16.2;20.3;82;18;19900;59;MIDI-PYRENEES;367;82;44.1100274334;0.856994008348;76
SAINTE-COLOMBE-DE-VILLENEUVE;400;26.7;14.9;21.6;21.4;90;10;24500;45;AQUITAINE;421;47;44.3573026111;0.6571276816;76
SAINT-JULIEN-LA-GENETE;200;32.1;13.0;21.3;22.6;71;29;19700;61;LIMOUSIN;376;23;46.1420634611;2.47460350528;76
LE MELE-SUR-SARTHE;800;33.1;17.8;15.6;23.1;90;10;21000;64;BASSE-NORMANDIE;323;61;48.5109025611;0.35265245515;76
ODENAS;800;31.3;14.6;16.3;20.0;78;22;21500;48;RHONE-ALPES;393;69;46.0937833535;4.64506094432;76
VILLEDIEU;100;31.6;16.8;21.1;21.4;73;27;23700;50;BOURGOGNE;378;21;47.9076292898;4.38350951271;76
SAINT-CIERS-DU-TAILLON;500;26.8;17.8;16.8;23.2;79;21;24500;69;POITOU-CHARENTES;357;17;45.4314531462;-0.633076943744;76
SOUBISE;3000;34.2;12.0;19.9;24.1;87;13;17400;56;POITOU-CHARENTES;373;17;45.9097262725;-1.00226108589;76
ORIGNY-LE-BUTIN;100;30.8;14.1;17.8;22.3;81;19;19000;52;BASSE-NORMANDIE;403;61;48.3789608192;0.473135967271;76
SAINT-MARTIAL;200;33.6;13.6;15.8;25.0;72;28;18300;64;RHONE-ALPES;364;07;44.8627438374;4.25132239874;76
SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT;2000;27.9;16.4;21.5;20.5;72;28;23100;58;BASSE-NORMANDIE;395;14;48.7937322609;-0.906334764088;76
BREE;500;29.9;15.7;20.0;22.1;86;14;19600;66;PAYS DE LA LOIRE;369;53;48.1564468678;-0.518044395418;76
BELHADE;200;30.0;14.8;20.1;20.9;71;29;18900;67;AQUITAINE;401;40;44.3726485881;-0.685242323003;76
FAGNIERES;4400;33.6;12.7;20.9;20.7;82;18;22100;60;CHAMPAGNE-ARDENNE;323;51;48.9465486999;4.30937334592;76
CUISEREY;200;30.5;14.1;21.5;23.6;80;20;17400;68;BOURGOGNE;386;21;47.370648619;5.31774907926;76
SAINT-BOMER-LES-FORGES;1000;32.0;14.9;15.1;24.1;87;13;19600;69;BASSE-NORMANDIE;352;61;48.6448585107;-0.622820262542;76
LE THEIL-EN-AUGE;200;31.3;14.7;15.9;23.5;89;11;25100;69;BASSE-NORMANDIE;311;14;49.346810194;0.250984349315;76
CAUMONT;1000;32.8;13.3;17.8;22.1;85;15;22600;52;HAUTE-NORMANDIE;350;27;49.3666663347;0.908461916692;76
VELLUIRE;500;26.9;12.9;20.5;22.6;87;13;24700;46;PAYS DE LA LOIRE;409;85;46.3973858732;-0.885083606793;76
LA TESSOUALLE;3000;26.7;17.3;17.6;21.0;88;12;25900;55;PAYS DE LA LOIRE;367;49;47.0080969032;-0.83728849312;76
SERQUES;1100;25.1;14.2;22.0;20.4;86;14;25700;45;NORD-PAS-DE-CALAIS;436;62;50.7907495973;2.20166097242;76
BONNEUIL-EN-VALOIS;1100;26.8;17.3;15.5;20.5;73;27;25500;53;PICARDIE;398;60;49.2800248996;2.98130103699;76
AUZOUER-EN-TOURAINE;2000;25.5;16.7;15.9;23.1;82;18;21900;54;CENTRE;445;37;47.55445629;0.93712101113;76
GRANGE-DE-VAIVRE;100;33.3;15.7;18.6;21.7;73;27;17600;65;FRANCHE-COMTE;370;39;46.9978542167;5.84207258909;76
AITON;1800;26.0;13.6;16.9;23.9;87;13;19400;66;RHONE-ALPES;416;73;45.5733792643;6.257350927;76
SAINT-DENIS-DE-VILLENETTE;100;33.1;16.1;20.7;24.9;72;28;20600;63;BASSE-NORMANDIE;355;61;48.5117645537;-0.546819774064;76
CHENOMMET;200;33.8;13.5;17.4;21.7;88;12;19000;58;POITOU-CHARENTES;351;16;45.9343002402;0.252955501308;76
ESTIVAREILLES;700;30.1;12.6;21.6;22.7;82;18;24500;48;RHONE-ALPES;366;42;45.4305784876;4.01661876407;76
CHABOURNAY;900;30.3;12.1;16.1;20.8;80;20;22300;59;POITOU-CHARENTES;362;86;46.7196688259;0.269258187544;76
LUSIGNY-SUR-OUCHE;100;32.9;16.3;16.2;21.3;89;11;21300;47;BOURGOGNE;378;21;47.0825921168;4.68300097663;76
VERCOURT;100;34.2;13.8;16.8;20.7;88;12;25000;53;PICARDIE;317;80;50.296430457;1.70416946449;76
BIARS-SUR-CERE;1900;27.7;13.5;17.3;22.1;83;17;25000;61;MIDI-PYRENEES;359;46;44.9281999917;1.85705877079;76
MOEUVRES;500;30.6;16.2;20.3;22.4;76;24;18700;57;NORD-PAS-DE-CALAIS;402;59;50.1602158423;3.06781891746;76
AUDIGNICOURT;100;34.4;13.2;20.6;21.5;90;10;26000;50;PICARDIE;311;02;49.4777157214;3.12718502825;76
THESY;100;31.3;17.3;19.5;21.6;74;26;17200;55;FRANCHE-COMTE;431;39;46.9050803544;5.92892150176;76
FALICON;1900;31.8;16.0;15.4;21.6;79;21;23700;51;PROVENCE-ALPES-COTE D'AZUR;349;06;43.752536584;7.26554536957;76
BUTTEAUX;300;34.8;17.5;18.4;22.7;72;28;19200;49;BOURGOGNE;384;89;47.9838665188;3.82197374039;76
BORD-SAINT-GEORGES;400;30.6;12.3;15.3;21.6;75;25;23500;65;LIMOUSIN;334;23;46.2516533293;2.28716245928;76
DOMMARTIN;2700;29.2;13.6;18.4;23.6;71;29;22500;53;RHONE-ALPES;399;69;45.8357243941;4.7156731311;76
OZ;200;34.0;12.1;16.4;21.1;81;19;19100;62;RHONE-ALPES;337;38;45.1279422675;6.07379501436;76
OTTERSTHAL;700;29.0;17.0;20.1;24.4;90;10;20200;49;ALSACE;448;67;48.7589616687;7.34210158035;76
PARDIES;900;29.9;15.7;21.4;21.7;86;14;25600;58;AQUITAINE;339;64;43.3669144852;-0.586119410196;76
SAINTE-MEME;200;30.1;16.5;20.6;22.3;85;15;22600;48;POITOU-CHARENTES;388;17;45.8798297244;-0.456697276737;76
MITTELSCHAEFFOLSHEIM;500;31.4;17.2;19.6;23.2;82;18;18400;52;ALSACE;405;67;48.6973385181;7.6517496049;76
FLAVIGNY-SUR-OZERAIN;300;34.8;12.8;20.1;20.6;80;20;20000;62;BOURGOGNE;329;21;47.5087961778;4.51921128225;76
OUZOUER-SUR-LOIRE;2700;28.1;16.9;18.1;24.7;79;21;18500;62;CENTRE;402;45;47.7843937;2.47737458282;76
CENDREY;200;34.5;17.2;21.8;22.4;90;10;19300;48;FRANCHE-COMTE;376;25;47.39870448;6.24551247571;76
RIVILLE;300;28.2;13.3;21.3;21.6;73;27;17700;67;HAUTE-NORMANDIE;422;76;49.7229328156;0.563690281915;76
BAERENTHAL;700;27.5;15.4;17.5;22.4;85;15;22800;62;LORRAINE;372;57;48.967824812;7.52245388571;76
OZON;400;30.7;14.5;19.7;20.5;80;20;19100;61;RHONE-ALPES;382;07;45.1631858608;4.79658585866;76
MANGIENNES;400;28.8;16.5;21.0;23.2;71;29;19100;68;LORRAINE;409;55;49.3459600586;5.52912697423;76
INGHEM;400;32.1;16.7;21.6;20.0;84;16;25400;62;NORD-PAS-DE-CALAIS;301;62;50.6690392574;2.24271033014;76
SOUVIGNY;1900;31.3;15.9;21.6;21.8;71;29;22300;48;AUVERGNE;392;03;46.5243440423;3.18992960249;76
PIERRE-PERTHUIS;100;29.9;16.1;20.4;24.7;83;17;20600;45;BOURGOGNE;447;89;47.4326784841;3.79104636774;76
PRETZ-EN-ARGONNE;100;26.0;17.0;21.5;21.1;86;14;19500;63;LORRAINE;412;55;48.9614732775;5.14788383834;76
TREMUSON;1900;29.7;12.4;20.9;21.8;75;25;25700;64;BRETAGNE;328;22;48.5248190208;-2.84790774522;76
HORBOURG-WIHR;5000;31.9;17.8;21.9;20.4;84;16;20500;60;ALSACE;350;68;48.08274524;7.40392986791;76
BRIE;200;31.8;15.1;19.3;22.1;81;19;22500;58;MIDI-PYRENEES;342;09;43.2070860138;1.51654093771;76
CIVRAY;2900;33.8;13.5;19.1;22.4;74;26;17900;53;POITOU-CHARENTES;385;86;46.1412232275;0.300987364675;76
CREVECOEUR-EN-AUGE;500;29.6;13.5;18.1;21.2;78;22;20000;60;BASSE-NORMANDIE;393;14;49.1235516932;0.0205660147705;76
MOYRAZES;1100;27.6;15.6;15.7;23.9;83;17;23200;55;MIDI-PYRENEES;388;12;44.3275804769;2.42736716891;76
MONTIGNAC;100;31.0;15.7;20.4;24.6;90;10;19900;55;AQUITAINE;387;33;44.7130267691;-0.217710701052;76
ROULLEE;300;25.9;17.1;17.8;20.5;86;14;19000;65;PAYS DE LA LOIRE;436;72;48.4591532007;0.298653725512;76
THOIRY;5000;27.1;12.4;16.4;22.8;73;27;20500;62;RHONE-ALPES;415;01;46.2435475879;5.96506297987;76
MARAYE-EN-OTHE;500;32.4;15.1;16.0;20.9;71;29;25800;54;CHAMPAGNE-ARDENNE;344;10;48.1523036289;3.86532738324;76
FRETOY;200;29.9;12.9;15.1;23.0;85;15;19300;67;ILE-DE-FRANCE;371;77;48.7063577233;3.20260750472;76
TOURNANS;100;28.1;17.9;15.6;24.7;80;20;23100;68;FRANCHE-COMTE;354;25;47.3995202196;6.31218752509;76
HAUTEVELLE;300;34.0;14.2;15.6;22.6;77;23;17200;56;FRANCHE-COMTE;378;70;47.8415266844;6.29533875186;76
AVEZE;1100;32.9;12.2;19.6;20.4;85;15;23000;54;LANGUEDOC-ROUSSILLON;335;30;43.9759439124;3.59883235381;76
TIESTE-URAGNOUX;100;34.4;12.4;18.2;21.3;80;20;21700;59;MIDI-PYRENEES;319;32;43.5522019884;0.032108280452;76
MONTGENOST;200;31.3;13.4;16.1;23.9;88;12;18500;66;CHAMPAGNE-ARDENNE;370;51;48.59915533;3.5935408562;76
BIOZAT;700;30.8;12.6;16.3;24.9;83;17;22200;65;AUVERGNE;333;03;46.0812713782;3.28868518632;76
SAINT-LAURENT-DU-TENCEMENT;100;27.9;17.8;21.3;24.0;81;19;17800;60;HAUTE-NORMANDIE;441;27;48.8917851204;0.46057263416;76
MONSEGUR;400;27.5;16.0;16.4;23.2;84;16;22900;47;AQUITAINE;434;40;43.6151818106;-0.545319135414;76
SAINT-FREGANT;700;25.1;16.9;19.8;23.7;90;10;23700;54;BRETAGNE;408;29;48.5988235193;-4.37368796467;76
KAYSERSBERG;2700;26.1;17.9;16.9;23.6;75;25;23600;64;ALSACE;386;68;48.1550192582;7.23808768656;76
CROSSAC;2700;27.9;15.0;17.8;23.7;79;21;24900;64;PAYS DE LA LOIRE;341;44;47.4044611195;-2.15336667516;76
SEVRES-ANXAUMONT;1900;27.0;16.3;20.3;24.1;77;23;23600;56;POITOU-CHARENTES;396;86;46.5739320338;0.46197050544;76
FEGERSHEIM;5300;29.3;15.6;15.4;23.8;89;11;20900;53;ALSACE;395;67;48.4974401666;7.68863317258;76
HAUTEVILLE-SUR-FIER;800;33.7;17.0;17.3;24.9;71;29;19400;68;RHONE-ALPES;353;74;45.9053969154;5.97847450903;76
VAUGNERAY;4900;27.5;14.2;19.2;24.8;88;12;21200;48;RHONE-ALPES;437;69;45.7318792519;4.64378667979;76
LES AVENIERES;5300;26.1;14.2;19.7;20.6;78;22;23800;49;RHONE-ALPES;436;38;45.6426437379;5.56958624007;76
SAINT-SAUVEUR-CAMPRIEU;300;32.6;13.1;20.1;22.7;90;10;22100;50;LANGUEDOC-ROUSSILLON;363;30;44.1045314812;3.47514344344;76
ALLENC;200;29.8;12.5;15.1;24.8;82;18;21400;47;LANGUEDOC-ROUSSILLON;409;48;44.5522761044;3.67650603753;76
CESTAYROLS;500;26.6;12.0;20.3;22.5;79;21;23700;47;MIDI-PYRENEES;420;81;43.9825675453;1.98780845646;76
SEMOUTIERS-MONTSAON;900;26.7;13.7;21.9;20.5;86;14;23200;49;CHAMPAGNE-ARDENNE;448;52;48.0638816661;5.05420561217;76
LES DEUX-FAYS;100;27.8;16.3;20.1;21.9;71;29;25000;61;FRANCHE-COMTE;377;39;46.8854345992;5.48750372118;76
SAVIGNY-SUR-GROSNE;200;27.8;17.4;20.2;22.3;88;12;22500;54;BOURGOGNE;392;71;46.5810724468;4.66399210359;76
SAINT-LYE;2900;28.7;17.4;20.1;20.1;80;20;25700;61;CHAMPAGNE-ARDENNE;337;10;48.3442113534;3.9810222993;76
CORBES;200;29.8;14.5;16.9;24.4;79;21;17500;66;LANGUEDOC-ROUSSILLON;391;30;44.0747158788;3.95441606687;76
SACOUE;100;28.3;18.0;19.5;21.3;80;20;17800;58;MIDI-PYRENEES;432;65;42.9860898554;0.529831805774;76
RABASTENS;5000;26.3;12.2;17.8;20.2;75;25;23200;67;MIDI-PYRENEES;384;81;43.8484040939;1.71495143196;76
SAINT-ALBAN-LES-EAUX;900;29.7;13.5;21.8;22.8;71;29;25100;60;RHONE-ALPES;354;42;46.0060538443;3.93140741051;76
